noteID,noteName,chorusNumber,sectionNumber,measureNumber,chordName,chordType,downBeat,chordTone,noteDuration,startedBeat,triad,halfStepsMoved,directionMoved,diatonic,intervalFromChordRoot
112,D,3,0,27,F,7,0,0,0.5,1.5,0,1,1,1,9
114,C,3,0,27,F,7,0,1,0.5,2.5,1,2,0,1,7
115,Eb,3,0,27,F,7,1,1,0.5,3,1,9,0,0,10
116,G,3,0,27,F,7,0,0,2,3.5,1,4,1,1,2
117,F,3,0,28,F,7,0,1,0.5,1.5,0,2,0,1,0
119,E,3,0,30,Bb,7,0,0,0.5,1.5,0,1,0,0,6
120,F,3,0,30,Bb,7,1,1,0.5,2,0,1,1,1,7
121,G,3,0,30,Bb,7,0,0,0.5,2.5,0,2,1,1,9
122,Ab,3,0,30,Bb,7,1,1,0.5,3,0,1,1,1,10
123,Bb,3,0,30,Bb,7,0,1,0.5,3.5,0,2,1,1,0
124,C,3,0,30,Bb,7,1,0,0.5,4,0,2,1,1,2
125,D,3,0,30,Bb,7,0,1,0.5,4.5,0,2,1,1,4
126,Eb,3,0,31,F,7,1,1,0.5,1,0,1,1,1,10
127,F,3,0,31,F,7,0,1,0.5,1.5,0,2,1,1,0
128,G,3,0,31,F,7,1,0,0.5,2,0,2,1,1,2
129,E,3,0,31,F,7,0,0,0.5,2.5,0,3,0,0,11
130,F,3,0,31,F,7,1,1,0.5,3,0,1,1,1,0
131,C,3,0,31,F,7,0,1,0.5,3.5,0,5,0,1,7
132,Bb,3,0,31,F,7,1,0,0.5,4,1,2,0,1,5
133,G,3,0,31,F,7,0,0,0.5,4.5,1,3,0,1,2
134,Eb,3,0,32,D,7,1,0,0.166,1,1,8,1,0,1
135,F,3,0,32,D,7,0,0,0.166,1.2,0,2,1,0,3
136,Eb,3,0,32,D,7,0,0,0.166,1.3,0,2,0,0,1
137,Db,3,0,32,D,7,0,0,0.5,1.5,0,2,0,0,11
138,C,3,0,32,D,7,1,1,0.5,2,0,1,0,1,10
139,Bb,3,0,32,D,7,0,0,0.5,2.5,0,2,0,0,8
140,G,3,0,32,D,7,1,0,0.5,3,0,3,0,1,5
141,G#,3,0,32,D,7,0,0,0.5,3.5,0,1,1,0,6
142,A,3,0,32,D,7,1,1,0.5,4,0,1,1,1,7
143,F#,3,0,32,D,7,0,1,0.5,4.5,0,3,0,1,4
144,G,3,0,33,G,minor,1,0,0.5,1,0,1,1,1,0
145,A,3,0,33,G,minor,0,0,0.5,1.5,0,2,1,1,2
146,Bb,3,0,33,G,minor,1,1,0.5,2,0,1,1,1,3
147,C,3,0,33,G,minor,0,0,0.5,2.5,0,2,1,1,5
148,D,3,0,33,G,minor,1,1,0.5,3,0,2,1,1,7
149,E,3,0,33,G,minor,0,0,0.5,3.5,0,2,1,1,9
150,F,3,0,33,G,minor,1,1,3,4,0,1,1,1,10
151,A,3,0,34,C,7,1,0,0.5,3,0,4,1,1,9
152,G,3,0,34,C,7,0,1,0.5,3.5,0,2,0,1,7
153,F,3,0,34,C,7,1,0,0.5,4,1,2,0,1,5
154,D,3,0,34,C,7,0,0,0.5,4.5,1,3,0,1,2
155,F,3,0,35,F,7,1,1,1,1,1,3,1,1,0
156,D,3,0,35,F,7,1,0,1,2,1,3,0,1,9
157,F,3,0,35,D,7,1,0,1,3,1,3,1,0,3
159,F,3,0,36,C,7,0,0,0.5,4.5,1,0,9,1,5
160,A,4,0,37,F,7,1,1,0.5,1,1,4,1,1,4
161,G,4,0,37,F,7,0,0,0.5,1.5,0,2,0,1,2
162,F,4,0,37,F,7,1,1,0.5,2,0,2,0,1,0
163,E,4,0,37,F,7,0,0,0.5,2.5,0,1,0,0,11
164,F,4,0,37,F,7,1,1,1,3,0,2,1,1,0
166,G,4,0,37,F,7,0,0,0.5,4.5,0,2,1,1,2
168,F,4,0,38,Bb,7,0,1,0.5,1.5,1,2,0,1,7
170,D,4,0,38,Bb,7,0,1,0.5,2.5,1,3,0,1,4
171,A,4,0,38,Bb,7,1,0,0.5,3,1,7,1,0,11
172,G,4,0,38,Bb,7,0,0,0.5,3.5,0,2,0,1,9
173,F,4,0,38,Bb,7,1,1,0.5,4,0,2,0,1,7
174,E,4,0,38,Bb,7,0,0,0.5,4.5,0,1,0,0,6
175,F,4,0,39,F,7,1,1,1,1,0,1,1,1,0
176,D,4,0,39,F,7,1,0,0.5,2,0,3,0,1,9
177,Eb,4,0,39,F,7,0,1,1,2.5,0,1,1,1,10
178,D,4,0,39,F,7,0,0,1,3.5,0,1,0,1,9
179,Eb,4,0,39,F,7,0,1,1,4.5,0,1,1,1,10
180,D,4,0,40,F,7,0,0,1,1.5,0,1,0,1,9
181,Eb,4,0,40,F,7,1,1,0.25,2,0,1,1,1,10
182,F,4,0,40,F,7,0,1,0.25,2.3,0,2,1,1,0
183,Eb,4,0,40,F,7,0,1,0.25,2.5,0,2,0,1,10
184,D,4,0,40,F,7,0,0,0.25,2.8,0,1,0,1,9
185,Eb,4,0,40,F,7,1,1,0.25,3,0,1,1,1,10
186,F,4,0,40,F,7,0,1,0.25,3.3,0,2,1,1,0
187,Eb,4,0,40,F,7,0,1,0.25,3.5,0,2,0,1,10
188,D,4,0,40,F,7,0,0,0.25,3.8,0,1,0,1,9
189,Eb,4,0,40,F,7,1,1,0.25,4,0,1,1,1,10
190,F,4,0,40,F,7,0,1,0.25,4.3,0,2,1,1,0
191,Eb,4,0,40,F,7,0,1,0.25,4.5,0,2,0,1,10
192,D,4,0,40,F,7,0,0,0.25,4.8,1,1,0,1,9
194,G,4,0,41,Bb,7,1,0,0.25,3,1,5,1,1,9
195,Bb,4,0,41,Bb,7,0,1,0.25,3.3,1,3,1,1,0
196,Ab,4,0,41,Bb,7,0,1,0.25,3.5,0,2,0,1,10
197,G,4,0,41,Bb,7,0,0,0.25,3.8,0,1,0,1,9
198,F,4,0,41,Bb,7,1,1,0.5,4,0,2,0,1,7
199,Eb,4,0,41,Bb,7,0,0,0.5,4.5,0,2,0,1,5
200,F,4,0,42,Bb,7,1,1,1.5,1,0,2,1,1,7
201,C,4,0,42,Bb,7,0,0,0.5,2.5,0,5,0,1,2
202,B,4,0,42,Bb,7,1,0,0.25,3,0,1,0,0,1
203,C,4,0,42,Bb,7,0,0,0.25,3.3,0,1,1,1,2
204,B,4,0,42,Bb,7,0,0,0.25,3.5,0,1,0,0,1
205,Bb,4,0,42,Bb,7,0,1,0.25,3.8,0,1,0,1,0
206,Ab,4,0,42,Bb,7,1,1,0.5,4,1,2,0,1,10
207,F,4,0,42,Bb,7,0,1,0.5,4.5,1,3,0,1,7
209,C,4,0,44,D,7,0,1,0.5,3.5,1,19,1,1,10
210,B,4,0,44,D,7,1,0,0.5,4,0,1,0,1,9
211,C,4,0,44,D,7,0,1,0.5,4.5,0,1,1,1,10
213,D,4,0,45,G,minor,0,1,0.5,1.5,0,10,0,1,7
215,A,4,0,45,G,minor,1,0,0.5,3,0,7,1,1,2
216,G,4,0,45,G,minor,0,1,0.5,3.5,0,2,0,1,0
217,F,4,0,45,G,minor,1,1,0.5,4,0,2,0,1,10
218,D,4,0,45,G,minor,0,1,0.5,4.5,0,3,0,1,7
219,E,4,0,46,C,7,1,1,0.5,1,1,2,1,1,4
220,G,4,0,46,C,7,0,1,0.5,1.5,1,3,1,1,7
221,Bb,4,0,46,C,7,1,1,0.5,2,1,3,1,1,10
222,D,4,0,46,C,7,0,0,0.5,2.5,1,4,1,1,2
223,C,4,0,46,C,7,1,1,1,3,1,2,0,1,0
224,A,4,0,46,C,7,1,0,0.5,4,1,3,0,1,9
225,Eb,4,0,46,C,7,0,0,1.5,4.5,1,6,0,0,3
227,Eb,4,0,48,C,7,1,0,0.5,3,1,0,9,0,3
228,F,4,0,48,C,7,0,0,0.5,3.5,1,2,1,1,5
229,A,4,0,48,C,7,1,0,0.5,4,1,4,1,1,9
230,D,4,0,48,C,7,0,0,2,4.5,1,5,1,1,2
231,C,5,0,49,F,7,0,1,0.5,2.5,0,2,0,1,7
232,D,5,0,49,F,7,1,0,0.5,3,0,5,1,1,9
233,C,5,0,49,F,7,0,1,1.5,3.5,0,2,0,1,7
235,A,5,0,51,F,7,0,1,0.5,1.5,0,3,0,1,4
236,D,5,0,51,F,7,1,0,0.5,2,0,5,1,1,9
237,Eb,5,0,51,F,7,0,1,0.5,2.5,0,1,1,1,10
238,Eb,5,0,51,F,7,1,1,0.5,3,0,12,0,1,10
239,F,5,0,51,F,7,0,1,0.5,3.5,0,2,1,1,0
240,Bb,5,0,51,F,7,1,0,0.5,4,0,5,1,1,5
241,Bb,5,0,51,F,7,0,0,0.5,4.5,0,0,9,1,5
242,Bb,5,0,52,F,7,1,0,0.5,1,0,0,9,1,5
243,C,5,0,52,F,7,0,1,0.5,1.5,0,2,1,1,7
244,Bb,5,0,52,F,7,1,0,0.5,2,0,2,0,1,5
245,Bb,5,0,52,F,7,0,0,0.5,2.5,0,0,9,1,5
246,C,5,0,52,F,7,1,1,0.5,3,0,2,1,1,7
247,Bb,5,0,52,F,7,0,0,0.5,3.5,0,2,0,1,5
248,Ab,5,0,52,F,7,1,0,0.5,4,0,2,0,0,3
249,F,5,0,52,F,7,0,1,1.5,4.5,0,3,0,1,0
251,Gb,5,0,54,Bb,7,1,0,0.5,1,0,1,1,0,8
252,F,5,0,54,Bb,7,0,1,0.5,1.5,0,1,0,1,7
253,Ab,5,0,54,Bb,7,1,1,0.5,2,0,3,1,1,10
254,F,5,0,54,Bb,7,0,1,0.5,2.5,0,3,0,1,7
255,Eb,5,0,54,Bb,7,1,0,0.5,3,0,2,0,1,5
256,C,5,0,54,Bb,7,0,0,0.5,3.5,0,3,0,1,2
257,Bb,5,0,54,Bb,7,1,1,0.5,4,0,2,0,1,0
258,F,5,0,54,Bb,7,0,1,0.5,4.5,0,5,0,1,7
259,Ab,5,0,55,F,7,1,0,1.5,1,0,3,1,0,3
260,F,5,0,55,F,7,0,1,2.5,2.5,0,3,0,1,0
262,G,5,0,57,G,minor,0,1,0.66,1.5,1,14,1,1,0
263,D,5,0,57,G,minor,1,1,,2,1,5,0,1,7
264,Bb,5,0,57,G,minor,0,1,,2.2,1,4,0,1,3
265,G,5,0,57,G,minor,0,1,,2.3,1,3,0,1,0
266,Gb,5,0,57,G,minor,0,0,1.33,2.5,0,11,1,0,11
267,Db,5,0,57,G,minor,1,0,,4,0,5,0,0,6
268,Bb,5,0,57,G,minor,0,1,,4.2,0,3,0,0,3
269,Gb,5,0,57,G,minor,0,0,,4.3,0,4,0,0,11
270,F,5,0,57,G,minor,0,1,1.33,4.5,1,11,1,1,10
271,C,5,0,58,C,7,1,1,,2,1,5,0,1,0
272,A,5,0,58,C,7,0,0,,2.2,1,3,0,1,9
273,F,5,0,58,C,7,0,0,,2.3,1,4,0,1,5
274,Gb,5,0,58,C,7,0,0,1.33,2.5,1,11,1,0,6
275,Db,5,0,58,C,7,1,0,,4,1,13,0,0,3
276,Bb,5,0,58,C,7,0,1,,4.2,1,5,0,1,10
277,Gb,5,0,58,C,7,0,0,,4.3,1,4,0,0,6
278,G,5,0,58,C,7,0,1,1.33,4.5,1,11,1,1,7
279,D,5,0,59,F,7,1,0,,2,1,5,0,1,9
280,Bb,5,0,59,F,7,0,0,,2.2,1,4,0,1,5
281,G,5,0,59,F,7,0,0,,2.3,1,3,0,1,2
282,Gb,5,0,59,F,7,0,0,1.33,2.5,1,11,1,0,1
283,Db,5,0,59,D,7,1,0,,4,1,5,0,0,11
284,Bb,5,0,59,D,7,0,0,,4.2,1,3,0,0,8
285,Gb,5,0,59,D,7,0,1,,4.3,0,4,0,0,7
286,F,5,0,59,D,7,0,0,1.33,4.5,1,11,1,1,3
287,C,5,0,60,G,minor,1,0,,2,1,5,0,1,5
288,A,5,0,60,G,minor,0,0,,2.2,1,3,0,1,2
289,F,5,0,60,G,minor,0,1,,2.4,1,4,0,1,10
290,Eb,5,0,60,G,minor,0,0,1.33,2.5,0,10,1,0,8
291,Db,5,0,60,G,minor,1,0,0.33,4,1,2,0,0,6
292,Bb,5,0,60,G,minor,0,1,0.33,4.3,1,3,0,1,3
293,G,5,0,60,G,minor,0,1,0.33,4.7,1,3,0,1,0
294,D,6,0,61,F,7,1,0,0.166,1,0,7,1,1,9
295,Eb,6,0,61,F,7,0,1,0.166,1.2,0,1,1,1,10
296,D,6,0,61,F,7,0,0,0.166,1.3,0,1,0,1,9
297,C,6,0,61,F,7,0,1,0.5,1.5,0,2,0,1,7
298,Bb,6,0,61,F,7,1,0,0.5,2,0,2,0,1,5
299,G,6,0,61,F,7,0,0,0.5,2.5,0,3,0,1,2
300,A,6,0,61,F,7,1,1,0.5,3,0,2,1,1,4
301,F,6,0,61,F,7,0,1,0.5,3.5,0,4,0,1,0
302,F,6,0,61,F,7,1,1,0.5,4,0,0,9,1,0
303,Eb,6,0,61,F,7,0,1,0.5,4.5,0,2,0,1,10
304,F,6,0,62,Bb,7,1,1,0.5,1,0,2,1,1,7
305,Eb,6,0,62,Bb,7,0,0,0.5,1.5,0,2,0,1,5
306,F,6,0,62,Bb,7,1,1,0.5,2,0,2,1,1,7
307,Eb,6,0,62,Bb,7,0,0,0.5,2.5,0,2,0,1,5
308,F,6,0,62,Bb,7,1,1,0.5,3,0,2,1,1,7
309,Eb,6,0,62,Bb,7,0,0,0.5,3.5,0,2,0,1,5
310,F,6,0,62,Bb,7,1,1,0.5,4,0,2,1,1,7
311,Eb,6,0,62,Bb,7,0,0,0.5,4.5,0,2,0,1,5
312,F,6,0,63,F,7,1,1,0.5,1,0,2,1,1,0
313,F,6,0,63,F,7,0,1,0.5,1.5,0,0,9,1,0
314,F,6,0,63,F,7,1,1,1,2,0,0,9,1,0
315,F,6,0,63,F,7,1,1,1,3,0,0,9,1,0
316,F,6,0,63,F,7,1,1,1,4,0,0,9,1,0
317,F,6,0,64,F,7,1,1,0.5,1,0,0,9,1,0
318,F,6,0,64,F,7,0,1,0.5,1.5,0,0,9,1,0
319,F,6,0,64,F,7,1,1,1,2,0,0,9,1,0
321,F,6,0,65,Bb,7,0,1,0.5,4.5,0,12,1,1,7
322,Bb,6,0,66,Bb,7,1,1,0.33,1,0,5,1,1,0
323,Bb,6,0,66,Bb,7,0,1,0.33,1.3,0,12,0,1,0
324,Bb,6,0,66,Bb,7,0,1,0.33,1.7,0,0,9,1,0
325,Ab,6,0,66,Bb,7,1,1,1,2,0,10,1,1,10
326,Bb,6,0,66,Bb,7,1,1,0.5,3,0,2,1,1,0
327,F,6,0,66,Bb,7,0,1,0.5,3.5,0,5,0,1,7
328,Ab,6,0,66,Bb,7,1,1,1,4,0,3,1,1,10
329,F,6,0,67,F,7,1,1,1,1,0,4,0,1,0
330,Eb,6,0,67,F,7,1,1,1,2,0,2,0,1,10
331,F,6,0,67,F,7,1,1,1,1,0,2,1,1,0
332,Eb,6,0,67,F,7,1,1,1,2,0,2,0,1,10
333,F,6,0,68,D,7,1,0,0.5,1,0,2,1,0,3
334,D,6,0,68,D,7,0,1,0.5,1.5,0,3,0,1,0
335,Eb,6,0,68,D,7,1,0,1,2,0,1,1,0,1
336,C,6,0,68,D,7,1,1,0.5,3,0,3,0,1,10
337,F,6,0,68,D,7,0,0,1.5,3.5,0,7,0,0,3
339,C,6,0,70,C,7,1,1,0.5,1,0,7,1,1,0
340,F,6,0,70,C,7,0,0,0.5,1.5,0,5,1,1,5
341,G,6,0,70,C,7,1,1,0.5,2,0,2,1,1,7
342,B,6,0,70,C,7,0,0,1,2.5,0,4,1,0,11
343,C,6,0,70,C,7,0,1,1,3.5,0,1,1,1,0
344,C,6,0,70,C,7,0,1,1.5,4.5,0,0,9,1,0
345,Bb,6,0,71,F,7,1,0,1,2,0,2,0,1,5
346,C,6,0,71,D,7,1,1,1,3,0,2,1,1,10
348,B,6,0,72,C,7,0,0,1,4.5,0,1,0,0,11
349,C,7,0,73,F,7,0,1,1.5,1.5,0,1,1,1,7
351,G#,7,0,75,F,7,1,0,0.5,3,0,4,0,0,3
352,A,7,0,75,F,7,0,1,0.5,3.5,0,3,1,1,4
353,A#,7,0,75,F,7,1,0,0.5,4,0,1,1,0,5
354,B,7,0,75,F,7,0,0,0.5,4.5,0,1,1,0,6
355,C,7,0,76,F,7,1,1,0.5,1,0,1,1,1,7
356,C#,7,0,76,F,7,0,0,0.5,1.5,0,1,1,0,8
357,D,7,0,76,F,7,1,0,0.5,2,0,1,1,1,9
358,C#,7,0,76,F,7,0,0,0.5,2.5,0,1,0,0,8
360,A,7,0,76,F,7,0,1,0.25,3.5,0,4,0,1,4
361,Bb,7,0,76,F,7,0,0,0.25,3.8,0,1,1,1,5
362,A,7,0,76,F,7,1,1,0.5,4,0,1,0,1,4
363,G,7,0,76,F,7,0,0,0.5,4.5,0,2,0,1,2
364,F,7,0,77,Bb,7,1,1,0.5,1,0,2,0,1,7
365,D,7,0,77,Bb,7,0,1,0.5,1.5,0,3,0,1,4
366,Eb,7,0,77,Bb,7,1,0,0.5,2,0,1,1,1,5
367,F,7,0,77,Bb,7,0,1,0.5,2.5,0,2,1,1,7
368,D,7,0,77,Bb,7,1,1,0.5,3,0,3,0,1,4
369,C,7,0,77,Bb,7,0,0,0.5,3.5,0,2,0,1,2
370,Bb,7,0,77,Bb,7,1,1,0.5,4,0,2,0,1,0
371,F,7,0,77,Bb,7,0,1,0.5,4.5,0,5,0,1,7
372,Ab,7,0,78,Bb,7,1,1,1,1,0,3,1,1,10
373,F,7,0,78,Bb,7,1,1,1,2,0,3,0,1,7
374,G,7,0,78,Bb,7,1,0,1,3,0,3,1,1,9
375,F,7,0,78,Bb,7,1,1,0.5,4,1,2,0,1,7
376,A,7,0,78,Bb,7,0,0,1.5,4.5,1,4,1,1,11
377,C,7,0,79,F,7,1,1,0.33,2,1,3,1,1,7
378,E,7,0,79,F,7,0,0,0.33,2.3,1,4,1,1,11
379,G,7,0,79,F,7,0,0,0.33,2.7,1,3,1,1,2
380,E,7,0,79,F,7,1,0,0.5,3,1,3,0,0,11
381,F,7,0,79,F,7,0,1,0.5,3.5,0,1,1,1,0
383,E,7,0,80,D,7,1,0,0.5,1,0,11,1,1,2
384,D,7,0,80,D,7,0,1,0.5,1.5,0,2,0,1,0
385,C,7,0,80,D,7,1,1,0.5,2,0,2,0,1,10
386,A,7,0,80,D,7,0,1,0.5,2.5,0,3,0,1,7
387,Bb,7,0,80,D,7,1,0,0.5,3,1,1,1,0,8
388,G,7,0,80,D,7,0,0,0.5,3.5,1,3,0,1,5
389,D,7,0,80,D,7,1,1,1,4,1,5,0,1,0
390,A,7,0,81,G,minor,1,0,0.5,1,1,7,1,1,2
391,F,7,0,81,G,minor,0,1,0.5,1.5,1,4,0,1,10
392,D,7,0,81,G,minor,1,1,1,2,1,3,0,1,7
393,E,7,0,81,G,minor,1,0,0.5,3,0,2,1,1,9
394,D,7,0,81,G,minor,0,1,0.5,3.5,0,2,0,1,7
395,C,7,0,81,G,minor,1,0,0.5,4,0,2,0,1,5
396,Bb,7,0,81,G,minor,0,1,0.25,4.5,0,2,0,1,3
397,B,7,0,81,G,minor,0,0,0.25,4.8,0,1,1,0,4
398,Bb,7,0,82,C,7,1,1,0.5,1,0,1,0,1,10
400,Ab,7,0,82,C,7,1,0,0.5,3,0,10,1,0,8
401,Bb,7,0,82,C,7,0,1,0.5,3.5,1,10,0,1,10
402,D,7,0,82,C,7,1,0,0.5,4,1,4,1,1,2
403,F,7,0,82,C,7,0,0,1,4.5,1,3,1,1,5
404,Eb,7,0,83,F,7,0,1,0.5,1.5,0,2,0,1,10
406,F,7,0,83,D,7,1,0,0.5,3,0,2,1,0,3
407,Eb,7,0,83,D,7,0,0,0.5,3.5,1,2,0,0,1
408,Bb,7,0,83,D,7,1,0,0.5,4,1,5,0,0,8
409,G,7,0,83,D,7,0,0,0.5,4.5,1,3,0,1,5
410,F,7,0,84,G,minor,1,1,0.5,1,0,10,1,1,10
411,E,7,0,84,G,minor,0,0,0.5,1.5,0,1,0,1,9
412,Eb,7,0,84,G,minor,1,0,0.5,2,0,1,0,0,8
413,D,7,0,84,G,minor,0,1,0.5,2.5,0,1,0,1,7
414,C,7,0,84,C,7,1,1,0.5,3,0,2,0,1,0
415,Bb,7,0,84,C,7,0,1,0.5,3.5,0,2,0,1,10
416,F#,7,0,84,C,7,1,0,0.33,4,0,4,0,0,6
417,G,7,0,84,C,7,0,1,0.33,4.3,0,1,1,1,7
418,G#,7,0,84,C,7,0,0,0.33,4.7,0,1,1,0,8
419,A,8,0,85,F,7,1,1,1.5,1,0,1,1,1,4
420,D,8,0,85,F,7,0,0,0.5,2.5,0,7,0,1,9
421,Eb,8,0,85,F,7,1,1,0.5,3,0,1,1,1,10
422,F,8,0,85,F,7,0,1,1.5,3.5,0,2,1,1,0
