Station,Route,Lanes,Count Date,Direction,TotalVehicles,Latitude,Longitude,Location 1
6282,NY328,4,01/21/2013,WEST,3254,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/22/2013,EAST,3945,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/22/2013,WEST,3875,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/23/2013,EAST,3879,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/23/2013,WEST,3855,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/24/2013,EAST,4105,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/24/2013,WEST,4008,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/25/2013,EAST,4069,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/25/2013,WEST,3999,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/28/2013,EAST,2986,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/28/2013,WEST,2965,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/29/2013,EAST,4096,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/29/2013,WEST,4031,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/30/2013,EAST,4009,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/30/2013,WEST,4005,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/31/2013,EAST,4049,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,01/31/2013,WEST,4053,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/01/2013,EAST,4259,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/01/2013,WEST,4229,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/04/2013,EAST,3943,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/04/2013,WEST,3927,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/05/2013,EAST,4014,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/05/2013,WEST,3996,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/06/2013,EAST,4025,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/06/2013,WEST,3970,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/07/2013,EAST,4378,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/07/2013,WEST,4350,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/08/2013,EAST,3590,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/08/2013,WEST,3552,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/11/2013,EAST,4007,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/11/2013,WEST,3961,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/12/2013,EAST,4019,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/12/2013,WEST,4003,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/13/2013,EAST,4321,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/13/2013,WEST,4311,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/14/2013,EAST,4374,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/14/2013,WEST,4380,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/15/2013,EAST,4529,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/15/2013,WEST,4455,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/18/2013,EAST,3495,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/18/2013,WEST,3434,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/19/2013,EAST,3852,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/19/2013,WEST,3876,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/20/2013,EAST,3998,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/20/2013,WEST,4008,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/21/2013,EAST,4299,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/21/2013,WEST,4293,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/22/2013,EAST,4446,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/22/2013,WEST,4434,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/25/2013,EAST,3992,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/25/2013,WEST,3977,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/26/2013,EAST,3930,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/26/2013,WEST,3805,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/27/2013,EAST,3218,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/27/2013,WEST,3176,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/28/2013,EAST,4166,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,02/28/2013,WEST,4117,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/01/2013,EAST,4508,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/01/2013,WEST,4482,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/04/2013,EAST,3972,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/04/2013,WEST,3924,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/05/2013,EAST,4038,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/05/2013,WEST,3996,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/06/2013,EAST,4148,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/06/2013,WEST,4124,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/07/2013,EAST,4225,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/07/2013,WEST,4196,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/08/2013,EAST,4442,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/08/2013,WEST,4478,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/11/2013,EAST,3683,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/11/2013,WEST,3552,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/12/2013,EAST,4092,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/12/2013,WEST,4027,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/13/2013,EAST,4119,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/13/2013,WEST,4070,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/14/2013,EAST,4193,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/14/2013,WEST,4192,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/15/2013,EAST,4518,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/15/2013,WEST,4492,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/18/2013,EAST,3388,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/18/2013,WEST,3352,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/19/2013,EAST,3650,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/19/2013,WEST,3591,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/20/2013,EAST,4052,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/20/2013,WEST,4007,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/21/2013,EAST,4234,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/21/2013,WEST,4216,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/22/2013,EAST,4399,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/22/2013,WEST,4413,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/25/2013,EAST,3972,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/25/2013,WEST,3892,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/26/2013,EAST,4098,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/26/2013,WEST,4031,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/27/2013,EAST,4143,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/27/2013,WEST,4116,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/28/2013,EAST,4393,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/28/2013,WEST,4392,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/29/2013,EAST,4240,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,03/29/2013,WEST,4237,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/01/2013,EAST,3919,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/01/2013,WEST,3898,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/02/2013,EAST,3654,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/02/2013,WEST,3633,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/03/2013,EAST,3818,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/03/2013,WEST,3744,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/04/2013,EAST,4132,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/04/2013,WEST,4003,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/05/2013,EAST,4138,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/05/2013,WEST,4162,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/08/2013,EAST,4189,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/08/2013,WEST,4077,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/09/2013,EAST,4244,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/09/2013,WEST,4269,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/10/2013,EAST,4094,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/10/2013,WEST,3972,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/11/2013,EAST,4279,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/11/2013,WEST,4327,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/12/2013,EAST,4463,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/12/2013,WEST,4398,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/15/2013,EAST,4210,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/15/2013,WEST,4169,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/16/2013,EAST,4284,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/16/2013,WEST,4143,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/17/2013,EAST,4281,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/17/2013,WEST,4250,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/18/2013,EAST,4411,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/18/2013,WEST,4406,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/19/2013,EAST,4505,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/19/2013,WEST,4582,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/22/2013,EAST,4274,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/22/2013,WEST,4158,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/23/2013,EAST,4322,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/23/2013,WEST,4206,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/24/2013,EAST,4306,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/24/2013,WEST,4256,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/25/2013,EAST,4465,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/25/2013,WEST,4415,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/26/2013,EAST,4699,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/26/2013,WEST,4642,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/29/2013,EAST,4078,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/29/2013,WEST,3991,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/30/2013,EAST,4232,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,04/30/2013,WEST,4123,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/01/2013,EAST,4583,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/01/2013,WEST,4442,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/02/2013,EAST,4630,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/02/2013,WEST,4582,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/03/2013,EAST,4879,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/03/2013,WEST,4839,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/06/2013,EAST,4213,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/06/2013,WEST,4017,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/07/2013,EAST,4377,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/07/2013,WEST,4289,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/08/2013,EAST,4453,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/08/2013,WEST,4371,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/09/2013,EAST,4629,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/09/2013,WEST,4560,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/10/2013,EAST,4799,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/10/2013,WEST,4690,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/13/2013,EAST,4303,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/13/2013,WEST,4256,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/14/2013,EAST,4397,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/14/2013,WEST,4383,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/15/2013,EAST,4462,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/15/2013,WEST,4387,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/16/2013,EAST,4658,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/16/2013,WEST,4609,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/17/2013,EAST,4973,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/17/2013,WEST,4963,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/20/2013,EAST,4306,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/20/2013,WEST,4218,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/21/2013,EAST,4402,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/21/2013,WEST,4383,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/22/2013,EAST,4523,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/22/2013,WEST,4371,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/23/2013,EAST,4705,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/23/2013,WEST,4789,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/24/2013,EAST,4346,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/24/2013,WEST,4267,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/27/2013,EAST,3064,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/27/2013,WEST,2854,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/28/2013,EAST,3850,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/28/2013,WEST,3813,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/29/2013,EAST,4395,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/29/2013,WEST,4326,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/30/2013,EAST,4657,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/30/2013,WEST,4546,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/31/2013,EAST,4902,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,05/31/2013,WEST,4938,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/03/2013,EAST,4473,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/03/2013,WEST,4274,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/04/2013,EAST,4521,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/04/2013,WEST,4358,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/05/2013,EAST,4429,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/05/2013,WEST,4325,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/06/2013,EAST,4450,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/06/2013,WEST,4390,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/07/2013,EAST,4684,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/07/2013,WEST,4537,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/10/2013,EAST,4377,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/10/2013,WEST,4278,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/11/2013,EAST,4412,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/11/2013,WEST,4363,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/12/2013,EAST,4503,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/12/2013,WEST,4366,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/13/2013,EAST,4422,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/13/2013,WEST,4397,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/14/2013,EAST,4932,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/14/2013,WEST,4991,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/17/2013,EAST,4415,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/17/2013,WEST,4347,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/18/2013,EAST,4360,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/18/2013,WEST,4340,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/19/2013,EAST,4540,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/19/2013,WEST,4528,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/20/2013,EAST,4693,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/20/2013,WEST,4632,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/21/2013,EAST,4818,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/21/2013,WEST,4710,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/24/2013,EAST,3903,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/24/2013,WEST,3830,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/25/2013,EAST,4098,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/25/2013,WEST,3964,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/26/2013,EAST,4215,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/26/2013,WEST,4176,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/27/2013,EAST,4278,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/27/2013,WEST,4196,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/28/2013,EAST,4494,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,06/28/2013,WEST,4409,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/01/2013,EAST,4079,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/01/2013,WEST,3997,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/02/2013,EAST,4130,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/02/2013,WEST,4078,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/03/2013,EAST,4680,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/03/2013,WEST,4534,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/04/2013,EAST,2970,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/04/2013,WEST,2955,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/05/2013,EAST,4083,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/05/2013,WEST,3930,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/08/2013,EAST,4193,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/08/2013,WEST,4050,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/09/2013,EAST,4148,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/09/2013,WEST,4075,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/10/2013,EAST,4110,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/10/2013,WEST,4072,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/11/2013,EAST,4420,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/11/2013,WEST,4378,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/12/2013,EAST,4478,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/12/2013,WEST,4376,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/15/2013,EAST,4160,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/15/2013,WEST,4051,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/16/2013,EAST,4102,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/16/2013,WEST,3953,42.05028,-76.8326,"[42.05028, -76.8326]"
6282,NY328,4,07/17/2013,EAST,4331,42.05028,-76.8326,"[42.05028, -76.8326]"
